Part Number,Manufacturer,link to header file,Include file,Header 3,Example,Datasheet,Appli Note,Other link,Family,Comments,SubFamily,Date the line is added or modified,NickName,Name ,Micro Description,MicroDef,Hidden(Ride Internal Use),MicroRef,CoreName
EFM32LG280F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG280F64,Cortex-M3 ARM 32-bit MCU; 64KB Flash 128KB RAM,\sim\ARM\EFM32LG280F64.sim,No,,Cortex-M3  
EFM32LG232F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG232F256,Cortex-M3 ARM 32-bit MCU; 256KB Flash 128KB RAM,\sim\ARM\EFM32LG232F256.sim,No,,Cortex-M3 
EFM32LG232F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG232F128,Cortex-M3 ARM 32-bit MCU; 128KB Flash 128KB RAM,\sim\ARM\EFM32LG232F128.sim,No,,Cortex-M3  
EFM32LG232F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG232F64,Cortex-M3 ARM 32-bit MCU; 64KB Flash 128KB RAM,\sim\ARM\EFM32LG232F64.sim,No,,Cortex-M3  
EFM32LG230F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG230F256,Cortex-M3 ARM 32-bit MCU; 256KB Flash 128KB RAM,\sim\ARM\EFM32LG230F256.sim,No,,Cortex-M3  
EFM32LG230F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG230F128,Cortex-M3 ARM 32-bit MCU; 128KB Flash 128KB RAM,\sim\ARM\EFM32LG230F128.sim,No,,Cortex-M3  
EFM32LG230F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32LEOPARD_GECKO,08/08/2013,,EFM32LG230F64,Cortex-M3 ARM 32-bit MCU; 64KB Flash 128KB RAM,\sim\ARM\EFM32LG230F64.sim,No,,Cortex-M3  
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
EFM32WGxxxF256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WGxxxF256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WGxxxF256.sim,No,,Cortex-M4 
EFM32WGxxxF128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WGxxxF128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WGxxxF128.sim,No,,Cortex-M4 
EFM32WGxxxF64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WGxxxF64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WGxxxF64.sim,No,,Cortex-M4 
EFM32WG995F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG995F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG995F256.sim,No,,Cortex-M4 
EFM32WG995F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG995F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG995F128.sim,No,,Cortex-M4 
EFM32WG995F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG995F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG995F64.sim,No,,Cortex-M4 
EFM32WG990F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG990F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG990F256.sim,No,,Cortex-M4 
EFM32WG990F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG990F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG990F128.sim,No,,Cortex-M4 
EFM32WG990F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG990F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG990F64.sim,No,,Cortex-M4 
EFM32WG980F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG980F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG980F256.sim,No,,Cortex-M4 
EFM32WG980F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG980F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG980F128.sim,No,,Cortex-M4 
EFM32WG980F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG980F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG980F64.sim,No,,Cortex-M4 
EFM32WG942F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG942F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG942F256.sim,No,,Cortex-M4 
EFM32WG942F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG942F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG942F128.sim,No,,Cortex-M4 
EFM32WG942F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG942F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG942F64.sim,No,,Cortex-M4 
EFM32WG940F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG940F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG940F256.sim,No,,Cortex-M4 
EFM32WG940F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG940F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG940F128.sim,No,,Cortex-M4 
EFM32WG940F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG940F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG940F64.sim,No,,Cortex-M4 
EFM32WG895F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG895F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG895F256.sim,No,,Cortex-M4 
EFM32WG895F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG895F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG895F128.sim,No,,Cortex-M4 
EFM32WG895F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG895F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG895F64.sim,No,,Cortex-M4 
EFM32WG890F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG890F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG890F256.sim,No,,Cortex-M4 
EFM32WG890F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG890F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG890F128.sim,No,,Cortex-M4 
EFM32WG890F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG890F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG890F64.sim,No,,Cortex-M4 
EFM32WG880F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG880F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG880F256.sim,No,,Cortex-M4 
EFM32WG880F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG880F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG880F128.sim,No,,Cortex-M4  
EFM32WG880F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG880F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG880F64.sim,No,,Cortex-M4  
EFM32WG842F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG842F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG842F256.sim,No,,Cortex-M4 
EFM32WG842F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG842F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG842F128.sim,No,,Cortex-M4  
EFM32WG842F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG842F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG842F64.sim,No,,Cortex-M4  
EFM32WG840F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG840F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG840F256.sim,No,,Cortex-M4 
EFM32WG840F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG840F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG840F128.sim,No,,Cortex-M4  
EFM32WG840F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG840F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG840F64.sim,No,,Cortex-M4  
EFM32WG395F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG395F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG395F256.sim,No,,Cortex-M4 
EFM32WG395F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG395F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG395F128.sim,No,,Cortex-M4  
EFM32WG395F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG395F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG395F64.sim,No,,Cortex-M4  
EFM32WG390F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG390F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG390F256.sim,No,,Cortex-M4 
EFM32WG390F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG390F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG390F128.sim,No,,Cortex-M4  
EFM32WG390F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG390F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG390F64.sim,No,,Cortex-M4  
EFM32WG380F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG380F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG380F256.sim,No,,Cortex-M4 
EFM32WG380F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG380F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG380F128.sim,No,,Cortex-M4  
EFM32WG380F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG380F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG380F64.sim,No,,Cortex-M4  
EFM32WG332F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG332F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG332F256.sim,No,,Cortex-M4 
EFM32WG332F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG332F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG332F128.sim,No,,Cortex-M4  
EFM32WG332F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG332F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG332F64.sim,No,,Cortex-M4  
EFM32WG330F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG330F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG330F256.sim,No,,Cortex-M4 
EFM32WG330F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG330F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG330F128.sim,No,,Cortex-M4  
EFM32WG330F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG330F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG330F64.sim,No,,Cortex-M4  
EFM32WG295F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG295F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG295F256.sim,No,,Cortex-M4 
EFM32WG295F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG295F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG295F128.sim,No,,Cortex-M4  
EFM32WG295F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG295F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG295F64.sim,No,,Cortex-M4  
EFM32WG290F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG290F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG290F256.sim,No,,Cortex-M4 
EFM32WG290F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG290F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG290F128.sim,No,,Cortex-M4  
EFM32WG290F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG290F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG290F64.sim,No,,Cortex-M4  
EFM32WG280F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG280F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG280F256.sim,No,,Cortex-M4 
EFM32WG280F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG280F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG280F128.sim,No,,Cortex-M4  
EFM32WG280F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG280F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG280F64.sim,No,,Cortex-M4  
EFM32WG232F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG232F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG232F256.sim,No,,Cortex-M4 
EFM32WG232F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG232F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG232F128.sim,No,,Cortex-M4  
EFM32WG232F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG232F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG232F64.sim,No,,Cortex-M4  
EFM32WG230F256  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG230F256,Cortex-M4 ARM 32-bit MCU; 256KB Flash 32KB RAM,\sim\ARM\EFM32WG230F256.sim,No,,Cortex-M4  
EFM32WG230F128 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG230F128,Cortex-M4 ARM 32-bit MCU; 128KB Flash 32KB RAM,\sim\ARM\EFM32WG230F128.sim,No,,Cortex-M4  
EFM32WG230F64 	,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO_WONDER,08/08/2013,,EFM32WG230F64,Cortex-M4 ARM 32-bit MCU; 64KB Flash 32KB RAM,\sim\ARM\EFM32WG230F64.sim,No,,Cortex-M4  
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
EFM32GxxxF128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32GxxxF128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32GxxxF128.sim,No,,Cortex-M3 
EFM32GxxxF64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32GxxxF64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32GxxxF64.sim,No,,Cortex-M3 
EFM32GxxxF32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32GxxxF32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32GxxxF32.sim,No,,Cortex-M3 
EFM32GxxxF16   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32GxxxF16,Cortex-M3 ARM 32-bit MCU; 16K Flash 8KB RAM,\sim\ARM\EFM32GxxxF16.sim,No,,Cortex-M3 
EFM32G890F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G890F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G890F128.sim,No,,Cortex-M3 
EFM32G890F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G890F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G890F64.sim,No,,Cortex-M3 
EFM32G890F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G890F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G890F32.sim,No,,Cortex-M3 
EFM32G880F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G880F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G880F128.sim,No,,Cortex-M3 
EFM32G880F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G880F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G880F64.sim,No,,Cortex-M3 
EFM32G880F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G880F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G880F32.sim,No,,Cortex-M3 
EFM32G842F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G842F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G842F128.sim,No,,Cortex-M3 
EFM32G842F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G842F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G842F64.sim,No,,Cortex-M3 
EFM32G842F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G842F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G842F32.sim,No,,Cortex-M3 
EFM32G840F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G840F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G840F128.sim,No,,Cortex-M3 
EFM32G840F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G840F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G840F64.sim,No,,Cortex-M3 
EFM32G840F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G840F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G840F32.sim,No,,Cortex-M3 
EFM32G290F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G290F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G290F128.sim,No,,Cortex-M3 
EFM32G290F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G290F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G290F64.sim,No,,Cortex-M3 
EFM32G290F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G290F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G290F32.sim,No,,Cortex-M3 
EFM32G280F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G280F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G280F128.sim,No,,Cortex-M3 
EFM32G280F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G280F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G280F64.sim,No,,Cortex-M3 
EFM32G280F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G280F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G280F32.sim,No,,Cortex-M3 
EFM32G232F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G232F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G232F128.sim,No,,Cortex-M3 
EFM32G232F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G232F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G232F32.sim,No,,Cortex-M3 
EFM32G230F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G230F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G230F128.sim,No,,Cortex-M3 
EFM32G230F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G230F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G230F64.sim,No,,Cortex-M3 
EFM32G230F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G230F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G230F32.sim,No,,Cortex-M3 
EFM32G222F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G222F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G222F128.sim,No,,Cortex-M3 
EFM32G222F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G222F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G222F64.sim,No,,Cortex-M3 
EFM32G222F32   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G222F32,Cortex-M3 ARM 32-bit MCU; 32K Flash 8KB RAM,\sim\ARM\EFM32G222F32.sim,No,,Cortex-M3 
EFM32G210F128  ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G210F128,Cortex-M3 ARM 32-bit MCU; 128K Flash 16KB RAM,\sim\ARM\EFM32G210F128.sim,No,,Cortex-M3 
EFM32G200F64   ,EM,,,,,http://www.energymicro.com,,,ARM,,EFM32GECKO,08/08/2013,,EFM32G200F64,Cortex-M3 ARM 32-bit MCU; 64K Flash 16KB RAM,\sim\ARM\EFM32G200F64.sim,No,,Cortex-M3 
